lat,lon,depth,MIT9313PCR_Chisholm,TQPCR_MED4_MIT9312_MIT9211_NATL2A_SS120_MIT9313_Chisholm,MIT9312PCR_Chisholm,MED4PCR_Chisholm,NATL2APCR_Chisholm,SS120PCR_Chisholm,sbact_Chisholm,temp_C_AMT13,Light_Quanta_m2_sec_AMT13,chlA_AMT13,nitrate_WOA_clim,phosphate_WOA_clim,silicate_WOA_clim
1.0,0.9106694926562326,-0.03721826853415938,0.13142357456955356,0.10274347961913965,0.009388484182580314,-0.09788018898211719,0.14107756420010348,-0.05021868399243894,-0.30229100789489916,0.16038956802190366,0.04028356544397828,-0.08151883800568842,-0.17350197708398366,-0.27847179320212945,-0.2837900763892637
0.9106694926562326,1.0,-0.047396137442821715,0.19639214735387248,0.07419548535027325,0.08684055865770886,-0.22137585528030695,0.0645947541271264,-0.04020533160779531,-0.2706481856790154,0.17689840057618247,0.027431054309552873,-0.03700559989872884,-0.07381855443295096,-0.15991196157956783,-0.24462488964141565
-0.03721826853415938,-0.047396137442821715,1.0,0.39495124064923554,-0.6502679801949875,-0.46964558447571436,-0.5246348263793125,-0.10245268247883899,0.11084083612122418,-0.660409496569218,-0.4784520588900151,-0.9534762368681423,-0.18759760332647318,0.5205529688475016,0.5001921950751212,0.47633850141602263
0.13142357456955356,0.19639214735387248,0.39495124064923554,1.0,-0.25908467876793184,-0.10968236384254497,-0.44105346984640376,0.26221997083467175,0.3654700332885237,-0.5237152261107324,-0.10032124492961475,-0.38455049539151326,0.08969479411624706,0.26913501476148904,0.2663880346933568,0.14973921105072227
0.10274347961913965,0.07419548535027325,-0.6502679801949875,-0.25908467876793184,1.0,0.8505643720247648,0.6300841537309075,0.3131613090240766,0.020448624640649473,0.3491326034723005,0.8255671335963307,0.7720352232231801,-0.0318744680491783,-0.8027698363173811,-0.7399909758556137,-0.5841397782364518
0.009388484182580314,0.08684055865770886,-0.46964558447571436,-0.10968236384254497,0.8505643720247648,1.0,0.33420533620205883,0.11822066684237106,0.11570236853310505,0.10410521341394777,0.9001722046977315,0.6248714752015855,-0.20668795344707022,-0.6558058409322972,-0.5669299161745643,-0.43115278187773354
-0.09788018898211719,-0.22137585528030695,-0.5246348263793125,-0.44105346984640376,0.6300841537309075,0.33420533620205883,1.0,0.4109274138586823,-0.11695743063750981,0.551675703652059,0.29580160424073876,0.595919648510557,0.08077808225540041,-0.6785540493972226,-0.6242679431298547,-0.4968907646410464
0.14107756420010348,0.0645947541271264,-0.10245268247883899,0.26221997083467175,0.3131613090240766,0.11822066684237106,0.4109274138586823,1.0,0.2729606735655398,0.17203701737360594,0.1565768601952532,0.1444844373814816,0.48500063125825843,-0.26375417803058837,-0.263982021669025,-0.28654238409412597
-0.05021868399243894,-0.04020533160779531,0.11084083612122418,0.3654700332885237,0.020448624640649473,0.11570236853310505,-0.11695743063750981,0.2729606735655398,1.0,-0.18254055577605804,0.17699358590752726,-0.05282472214572884,0.18968208589788832,0.0253033171094563,0.042143639063805645,-0.0035601691888692286
-0.30229100789489916,-0.2706481856790154,-0.660409496569218,-0.5237152261107324,0.3491326034723005,0.10410521341394777,0.551675703652059,0.17203701737360594,-0.18254055577605804,1.0,0.04755838370393971,0.5439752930892144,0.48318355923893724,-0.12084892514254081,-0.14309026701654,-0.2061039461972486
0.16038956802190366,0.17689840057618247,-0.4784520588900151,-0.10032124492961475,0.8255671335963307,0.9001722046977315,0.29580160424073876,0.1565768601952532,0.17699358590752726,0.04755838370393971,1.0,0.6390258486423279,-0.18199647767608867,-0.7315228723659578,-0.6827464119425911,-0.5300816973071569
0.04028356544397828,0.027431054309552873,-0.9534762368681423,-0.38455049539151326,0.7720352232231801,0.6248714752015855,0.595919648510557,0.1444844373814816,-0.05282472214572884,0.5439752930892144,0.6390258486423279,1.0,0.06317966942723553,-0.6768105924470642,-0.6282302658875226,-0.5583594458022979
-0.08151883800568842,-0.03700559989872884,-0.18759760332647318,0.08969479411624706,-0.0318744680491783,-0.20668795344707022,0.08077808225540041,0.48500063125825843,0.18968208589788832,0.48318355923893724,-0.18199647767608867,0.06317966942723553,1.0,0.2873355082213658,0.19867751844765724,0.0701442464527482
-0.17350197708398366,-0.07381855443295096,0.5205529688475016,0.26913501476148904,-0.8027698363173811,-0.6558058409322972,-0.6785540493972226,-0.26375417803058837,0.0253033171094563,-0.12084892514254081,-0.7315228723659578,-0.6768105924470642,0.2873355082213658,1.0,0.8909745115921854,0.7476357701723227
-0.27847179320212945,-0.15991196157956783,0.5001921950751212,0.2663880346933568,-0.7399909758556137,-0.5669299161745643,-0.6242679431298547,-0.263982021669025,0.042143639063805645,-0.14309026701654,-0.6827464119425911,-0.6282302658875226,0.19867751844765724,0.8909745115921854,1.0,0.7562636202179235
-0.2837900763892637,-0.24462488964141565,0.47633850141602263,0.14973921105072227,-0.5841397782364518,-0.43115278187773354,-0.4968907646410464,-0.28654238409412597,-0.0035601691888692286,-0.2061039461972486,-0.5300816973071569,-0.5583594458022979,0.0701442464527482,0.7476357701723227,0.7562636202179235,1.0
